Event_name,Event_type,Event_dates,Event_start_times,Event_time_zone,Venues,City,States,Address,Latitude,Longitude,Additional_info,Ticket_limits,Age_restrictions,Parking,Accesibility,Last_Purchase_Date
Bison Football & Soccer Social,Sports,2024-04-06,22:00:00,America/Winnipeg,Exchange Event Centre,Winnipeg,Manitoba,291 Bannatyne Avenue,49.898647,-97.1418,"This event is 18 and over. Any ticket holder unable to present valid identification indicating that they are at least 18 years of age will not be admitted to this event, and will not be eligible for a refund.",nan,True,nan,nan,2024-04-06 22:00:00
"2024 Ottawa 67s Playoffs: Round 1, Game 6",Sports,2024-04-07,19:00:00,America/Toronto,The Arena at TD Place,Ottawa,Ontario,1015 Bank St.,45.3989201,-75.685511,Net Capacity: 9274,There is an overall 9 ticket limit for this event.,False,Parking is available for most TD Place Arena events. Pricing will vary based on the events. Please reach out to the box office for more details.,"To purchase accessible seating, please email the Td Place Box Office at boxoffice@tdplace.ca and a ticketing representative will contact you within the two business days.",2024-04-07 21:00:00
Moose Jaw Warriors at Brandon Wheat Kings,Sports,2024-04-07,18:00:00,America/Winnipeg,Westoba Place at the Keystone Centre,Brandon,Manitoba,1175 18th St.,49.831588,-99.962389,nan,nan,False,90 acre lot. Approx. 4000 spots. Parking is Free.,"Accessible seating is located at the top of sections 103, 110, & 113",
Manitoba Moose vs. Chicago Wolves,Sports,2024-04-07,14:00:00,America/Winnipeg,Canada Life Centre,Winnipeg,Manitoba,300 Portage Ave.,49.8933677,-97.1437156,nan,There is an overall 8 ticket limit for this event.,False,"There are over 13,000 parking spaces in surface lots and parking structures within a 10-minute walk of Canada Life Centre. True North Square, Portage Place, City Place Lot 1, Millennium Library and Winnipeg Square lots are all connected to the downtown walkway system and are covered and/or heated. Refer to the parking map at the link below for preferred parking lot locations and walkway system connections. https://www.canadalifecentre.ca/plan-your-visit/parking/",For full information on accessibility options please visit https://www.canadalifecentre.ca/fanguide/#accessibility-information,2024-04-07 15:00:00
Abbotsford Canucks vs. Coachella Valley Firebirds,Sports,2024-04-07,16:00:00,America/Vancouver,Abbotsford Centre,Abbotsford,British Columbia,33800 King Rd,49.030235,-122.287062,nan,There is an overall 8 ticket limit for this event.,False,"Pay parking is conveniently located at various lots surrounding our facility. Accessible parking can be found directly in front of the Main Entrance in Lot 4 (accessible parking stalls are limited and subject to availability). Please remember that your stall number is required to pay. Pay Stations located outside are credit card only; Pay stations located inside are credit card and coin only (no paper bills). To Pay by Phone please call 604-662-7275 and have your license plate and location information ready. Free parking is located next to the King Connector. For a map outlining the parking options, please visit abbotsfordcentre.ca/plan-your-visit/parking.","A limited number of accessible seating is available for all events at the Abbotsford Centre in specific locations depending on the event and location of the stage. Accessible seating is now available for purchase through Ticketmaster.ca. Accessible seating can also be purchased by contacting the Box Office at 604-743-5027, or in person. It is recommended that accessible seating be purchased in advance of the event. Guests who need accessible seating, but did not purchase tickets in an accessible area, will be accommodated to the best of our ability based on availability. All guests entering our venue, including those acting as a support person for patrons with a disability are required to hold a valid ticket. Tickets are subject to standard event pricing. One adjacent companion seat may be purchased.",2024-04-07 19:00:00
Toronto Marlies vs. Utica Comets,Sports,2024-04-07,16:00:00,America/Toronto,Coca-Cola Coliseum,Toronto,Ontario,45 Manitoba Drive,43.6350968,-79.4157243,"Fans in attendance agree to abide by the health and safety measures in effect at the time of the event. Prior to attending please review and ensure compliance with all policies and protocols at Coca-Cola Coliseum's Know Before You Go This page is being updated frequently to provide the most up to date information. Capacity: 8,789 Please take note of the venue's Bag Policy",There is an overall 9 ticket limit for this event.,False,"We strongly recommend fans to take advantage of public transit, with both GO Transit and TTC providing convenient options. On-site vehicular parking is available for purchase, but is limited when there are other events on the Exhibition Place grounds. For accessible parking information, please contact Exhibition place parking at 416-263-3646 or online at www.explace.on.ca. For more info on getting to Coca-Cola Coliseum by car, bike or public transit, please visit https://www.explace.on.ca/visiting-us/getting-here/","Coca-cola Coliseum is committed to providing an exceptional experience for all fans and is pleased to offer accessible seating from various vantage points. Accessible seating sections are barrier-free and feature removable seating that can accommodate wheelchairs if needed. An accessible section is indicated by an ""A"" following the section number. When available, accessible seats may be purchased through Ticketmaster online. It is recommended that fans that require an accessible seat purchase this type of ticket in advance.",2024-04-07 17:00:00
2024 Canadian Ringette Championships - FULL ACCESS PASS,Sports,2024-04-07,14:00:00,America/Halifax,UNIplex - City of Dieppe,Dieppe,New Brunswick,450 Rue du College,46.09996,-64.741692,nan,nan,False,nan,nan,2024-04-13 14:00:00
2024 Canadian Ringette Championships - OPENING CEREMONIES,Sports,2024-04-07,14:00:00,America/Halifax,UNIplex - City of Dieppe,Dieppe,New Brunswick,450 Rue du College,46.09996,-64.741692,nan,nan,False,nan,nan,2024-04-08 15:00:00
Moncton Wildcats v. Chicoutimi Sagueneens - Round 1 Home Game 3,Sports,2024-04-08,19:00:00,America/Halifax,Avenir Centre,Moncton,New Brunswick,150 Canada St,46.085958,-64.784148,nan,An 8 ticket limit applies to all orders.,False,"Our venue uses a dispersed parking model which means that event-goers are encouraged to use public and private parking lots as well as on-street options throughout the downtown core. There are over 8,675 parking (combined public/private) spaces in Downtown Moncton. Within a maximum walk time of 14 minutes, there are approximately 3,300 off-street parking lot spaces available after 6pm. There are countless options for you to choose from that include both low cost and free options. To plan the option that is best for you, go to www.mybestoption.ca","The arena is fully accessible. All accessible seating is available through your local Ticketmaster location, Charge-by-Phone or the Avenir Centre Box Office. Patrons with disabilities may also go directly to the Avenir Centre Box Office to purchase their tickets. When arriving at the Avenir Centre please use the accessible drop off zone and make your way to Gate 6 where our event centre staff can guide you to your designated seat. Accessibility areas are located at the top of sections 102 to 107. Please note that there is no wheelchair or disability seating permitted on the floor, due to safety reasons. If you have a disability and purchased a ticket in error on the floor, the venue reserves the right to relocate you.",2024-04-08 20:00:00
Vancouver Canucks vs. Vegas Golden Knights,Sports,2024-04-08,19:00:00,America/Vancouver,Rogers Arena,Vancouver,British Columbia,800 Griffiths Way,49.2776612,-123.1081074,nan,There is an 8 ticket limit for this event,False,Underground parking (800 Griffiths Way) is available online for all Rogers Arena events except Canucks games. Please note height restrictions - 6'6''. Other Parking is conveniently located at various Impark lots surrounding our facility. See Accessible seating for detailed information on disability parking.,"Accessible platform seating is available on various levels of the arena, depending on the type of event and building configuration. Adjacent companion seating may also be purchased, based on availability. All seats for guests with limited mobility have been selected to allow convenient entry and exit. When purchasing your tickets, please inform your ticket seller of any special needs that require accommodation. Wheelchair & Accessible Parking: A limited number of accessible parking spaces for vehicles under 6'6"" high are available in the underground parkade at Rogers Arena (Lot 987). If you would like to reserve accessible parking underground or learn about other parking options near Rogers Arena, please call our Fan Services department at 604.899.7440 for more information. Again, accessible parking stalls are limited and subject to availability.",2024-04-08 21:00:00
Toronto Blue Jays vs. Seattle Mariners,Sports,2024-04-08,19:07:00,America/Toronto,Rogers Centre,Toronto,Ontario,1 Blue Jays Way,43.6417384,-79.3917447,"39,150 Fans in attendance agree to abide by the health and safety measures in effect at the time of the event. Visit bluejays.com/knowbeforeyougo for venue/gameday information. Tickets will be delivered digitally and can be managed beginning March 1, 2024. As a Blue Jays ticket purchaser, you may receive customer service messages via email from the Toronto Blue Jays including optional surveys regarding your baseball experience. The ticket purchaser must forward individual tickets to each person in their group; learn more at bluejays.com/tickethelp. Visit bluejays.com/tickets for additional ticket product information, including groups. By completing your purchase of a Toronto Blue Jays ticket, you expressly acknowledge and agree to the applicable 2024 Toronto Blue Jays Ticket Terms & Conditions.",There is an overall 11 ticket limit for this game.,False,There are several independently owned parking facilities located within walking distance of Rogers Centre. Prices and availability are managed by the individual proprietors and are not connected with the Blue Jays organization. A limited number of parking spaces are available in the Rogers Centre underground lot for guests with accessibility needs. Reservations are required on game/event days and can be made by calling 416-341-1540. Please have your disability permit number handy for bookings. Cashless payment is required.,"Accessible seats are subject to the same onsale schedules and ticket availability as standard seating and are sold on a first-come, first-served basis. Fans requiring an accessible seat may also purchase up to three additional seats for their companions (subject to availability) unless otherwise restricted by event-level ticket limits. Fans with accessible needs may enter Rogers Centre through any open gate. Fans requiring accessible support are encouraged to enter through Gate 7, the designated accessible located on the south side of the building (along Bremner Boulevard). Rogers Centre is proud to be a Sensory Inclusive Certified venue by KultureCity. Sensory Bags are available at any Fan Services location. A Sensory Room can also be found at Section 212 behind Fan Services. Additional Info: bluejays.com/accessibility",2024-04-08 21:07:00
2024 Canadian Ringette Championships - MONDAY APRIL 8 DAY PASS,Sports,2024-04-08,08:00:00,America/Halifax,UNIplex - City of Dieppe,Dieppe,New Brunswick,450 Rue du College,46.09996,-64.741692,nan,nan,False,nan,nan,2024-04-08 23:00:00
Mississauga Steelheads vs. Sudbury Wolves,Sports,2024-04-09,19:00:00,America/Toronto,Paramount Fine Foods Centre,Mississauga,Ontario,5500 Rose Cherry Pl.,43.633637,-79.655251,"We encourage all patrons to arrive early to the venue to allow enough time for you and your guests to move through the security screening process. We suggest you leave any valuable and unnecessary items at home. Please note that all bags will be searched prior to entering the venue. Bags, backpacks or purses cannot be larger than 14x14x6 and are not permitted in the venue. You may also be asked to empty your pockets of all items so they can be examined. Certain events may involve pat-down searches. Pat-down searches will only be performed by qualified designated security personnel. Fans that refuse to submit to either a visual or pat-down search shall be refused entry.",nan,False,Public parking is available free on site. Accessible parking is also available.,Accessible Seating: The Arena is fully accessible. All accessible seating is available through your local Ticketmaster Charge-by-Phone or Ticket Centre. Wheelchair patrons may also go directly to the Centre Box Office to purchase their tickets. Wheelchair seats are located in Sections 3 / 11 / 16 and 24. Hearing Devices: Available upon request.,
Moncton Wildcats v. Chicoutimi Sagueneens - Round 1 Home Game 4,Sports,2024-04-09,19:00:00,America/Halifax,Avenir Centre,Moncton,New Brunswick,150 Canada St,46.085958,-64.784148,nan,An 8 ticket limit applies to all orders.,False,"Our venue uses a dispersed parking model which means that event-goers are encouraged to use public and private parking lots as well as on-street options throughout the downtown core. There are over 8,675 parking (combined public/private) spaces in Downtown Moncton. Within a maximum walk time of 14 minutes, there are approximately 3,300 off-street parking lot spaces available after 6pm. There are countless options for you to choose from that include both low cost and free options. To plan the option that is best for you, go to www.mybestoption.ca","The arena is fully accessible. All accessible seating is available through your local Ticketmaster location, Charge-by-Phone or the Avenir Centre Box Office. Patrons with disabilities may also go directly to the Avenir Centre Box Office to purchase their tickets. When arriving at the Avenir Centre please use the accessible drop off zone and make your way to Gate 6 where our event centre staff can guide you to your designated seat. Accessibility areas are located at the top of sections 102 to 107. Please note that there is no wheelchair or disability seating permitted on the floor, due to safety reasons. If you have a disability and purchased a ticket in error on the floor, the venue reserves the right to relocate you.",2024-04-09 20:00:00
Montreal Canadiens vs. Philadelphia Flyers,Sports,2024-04-09,19:00:00,America/Toronto,Centre Bell,Montreal,Quebec,1909 avenue des Canadiens-de-Montréal,45.496129,-73.570472,nan,Limite de billet: 8 There is an overall 8 ticket limit for this event.,False,"The Bell Centre's parking is open to the public during the following hours: Monday to Friday from 6 a.m. to 8 p.m.: $6 (from 6 a.m. to 7:30 a.m.); $8 (max.) ** On event nights as of 5:30 p.m.: $8 to $20 (depending on the event*)** **Prices are subject to change. Also, many parking facilities surround the Bell Centre. Please note that the Bell Centre has no affiliation with any of these parking areas.","Accessible tickets are for patrons in wheelchair and their companion (1) only. To purchase wheelchair tickets, please contact our box office at 1-855-219-0576 or 1-877-668-8269.",2024-04-09 21:00:00
Toronto Blue Jays vs. Seattle Mariners,Sports,2024-04-09,19:07:00,America/Toronto,Rogers Centre,Toronto,Ontario,1 Blue Jays Way,43.6417384,-79.3917447,"39,150 Fans in attendance agree to abide by the health and safety measures in effect at the time of the event. Visit bluejays.com/knowbeforeyougo for venue/gameday information. Tickets will be delivered digitally and can be managed beginning March 1, 2024. As a Blue Jays ticket purchaser, you may receive customer service messages via email from the Toronto Blue Jays including optional surveys regarding your baseball experience. The ticket purchaser must forward individual tickets to each person in their group; learn more at bluejays.com/tickethelp. Visit bluejays.com/tickets for additional ticket product information, including groups. By completing your purchase of a Toronto Blue Jays ticket, you expressly acknowledge and agree to the applicable 2024 Toronto Blue Jays Ticket Terms & Conditions.",There is an overall 11 ticket limit for this game.,False,There are several independently owned parking facilities located within walking distance of Rogers Centre. Prices and availability are managed by the individual proprietors and are not connected with the Blue Jays organization. A limited number of parking spaces are available in the Rogers Centre underground lot for guests with accessibility needs. Reservations are required on game/event days and can be made by calling 416-341-1540. Please have your disability permit number handy for bookings. Cashless payment is required.,"Accessible seats are subject to the same onsale schedules and ticket availability as standard seating and are sold on a first-come, first-served basis. Fans requiring an accessible seat may also purchase up to three additional seats for their companions (subject to availability) unless otherwise restricted by event-level ticket limits. Fans with accessible needs may enter Rogers Centre through any open gate. Fans requiring accessible support are encouraged to enter through Gate 7, the designated accessible located on the south side of the building (along Bremner Boulevard). Rogers Centre is proud to be a Sensory Inclusive Certified venue by KultureCity. Sensory Bags are available at any Fan Services location. A Sensory Room can also be found at Section 212 behind Fan Services. Additional Info: bluejays.com/accessibility",2024-04-09 21:07:00
Grand Slam of Curling Players' Championship 2024 - Full Package,Sports,2024-04-09,11:30:00,America/Toronto,Mattamy Athletic Centre,Toronto,Ontario,50 Carlton Street,43.662182,-79.38037,"Net Capacity: 2,555",There is an overall 8 ticket limit for this event.,False,"There are several paid public parking lots in the area of the Mattamy Athletic Centre. Please note that spaces are limited, and are subject to availability. Visit https://www.mattamyathleticcentre.ca/plan-your-visit/parking-and-drop-off for more information.","The Mattamy Athletic Centre has Accessible Seating available in the Arena and the Court. Accessible Seating can be purchased online. For more information on Accessible Seating, please call 416-598-5972 or email mactickets@torontomu.ca.",2024-04-09 09:00:00
Grand Slam of Curling Players' Championship 2024 - Draw 1,Sports,2024-04-09,11:30:00,America/Toronto,Mattamy Athletic Centre,Toronto,Ontario,50 Carlton Street,43.662182,-79.38037,"Net Capacity: 2,555",nan,False,"There are several paid public parking lots in the area of the Mattamy Athletic Centre. Please note that spaces are limited, and are subject to availability. Visit https://www.mattamyathleticcentre.ca/plan-your-visit/parking-and-drop-off for more information.","The Mattamy Athletic Centre has Accessible Seating available in the Arena and the Court. Accessible Seating can be purchased online. For more information on Accessible Seating, please call 416-598-5972 or email mactickets@torontomu.ca.",2024-04-09 11:30:00
Grand Slam of Curling Players' Championship 2024 - Draw 2,Sports,2024-04-09,15:00:00,America/Toronto,Mattamy Athletic Centre,Toronto,Ontario,50 Carlton Street,43.662182,-79.38037,"Net Capacity: 2,555",nan,False,"There are several paid public parking lots in the area of the Mattamy Athletic Centre. Please note that spaces are limited, and are subject to availability. Visit https://www.mattamyathleticcentre.ca/plan-your-visit/parking-and-drop-off for more information.","The Mattamy Athletic Centre has Accessible Seating available in the Arena and the Court. Accessible Seating can be purchased online. For more information on Accessible Seating, please call 416-598-5972 or email mactickets@torontomu.ca.",2024-04-09 15:00:00
Grand Slam of Curling Players' Championship 2024 - Draw 3,Sports,2024-04-09,18:30:00,America/Toronto,Mattamy Athletic Centre,Toronto,Ontario,50 Carlton Street,43.662182,-79.38037,"Net Capacity: 2,555",nan,False,"There are several paid public parking lots in the area of the Mattamy Athletic Centre. Please note that spaces are limited, and are subject to availability. Visit https://www.mattamyathleticcentre.ca/plan-your-visit/parking-and-drop-off for more information.","The Mattamy Athletic Centre has Accessible Seating available in the Arena and the Court. Accessible Seating can be purchased online. For more information on Accessible Seating, please call 416-598-5972 or email mactickets@torontomu.ca.",2024-04-09 18:30:00
2024 Canadian Ringette Championships - TUESDAY APRIL 9 DAY PASS,Sports,2024-04-09,08:00:00,America/Halifax,UNIplex - City of Dieppe,Dieppe,New Brunswick,450 Rue du College,46.09996,-64.741692,nan,nan,False,nan,nan,2024-04-09 23:00:00
2024 Speedo Canadian Swimming Open/omnium Canadien De Natation Speedo,Sports,2024-04-10,23:30:00,America/Toronto,Toronto Pan Am Sports Centre,Toronto,Ontario,Military Trail and Morningside Avenue,43.789302,-79.194417,nan,nan,False,nan,nan,2024-04-13 23:30:00
Swimming Canada / Natation Canada,Sports,2024-04-10,09:30:00,America/Toronto,Toronto Pan Am Sports Centre,Toronto,Ontario,Military Trail and Morningside Avenue,43.789302,-79.194417,nan,nan,False,nan,nan,2024-04-10 21:30:00
Edmonton Oilers vs. Vegas Golden Knights,Sports,2024-04-10,18:30:00,America/Edmonton,Rogers Place,Edmonton,Alberta,10220 - 104 Avenue,53.546911,-113.497237,nan,There is an overall 8 ticket limit for this event.,False,"There are more than 11,800 parking spots within a 10 minute walk of Rogers Place.","Accessible platform seating is available on various levels of the arena, depending on the type of event and building configuration. All Executive Suites, Theatre Boxes, and select Loge Tables are fully accessible. Adjacent companion seating may also be purchased, based on availability. All seats for guests with limited mobility have been selected to allow convenient entry and exit. When purchasing your tickets, please inform your ticket seller of any special needs that require accommodation. Please note: floor seats are not wheelchair accessible unless otherwise noted.",2024-04-10 19:30:00
Toronto Blue Jays vs. Seattle Mariners,Sports,2024-04-10,15:07:00,America/Toronto,Rogers Centre,Toronto,Ontario,1 Blue Jays Way,43.6417384,-79.3917447,"39,150 Fans in attendance agree to abide by the health and safety measures in effect at the time of the event. Visit bluejays.com/knowbeforeyougo for venue/gameday information. Tickets will be delivered digitally and can be managed beginning March 1, 2024. As a Blue Jays ticket purchaser, you may receive customer service messages via email from the Toronto Blue Jays including optional surveys regarding your baseball experience. The ticket purchaser must forward individual tickets to each person in their group; learn more at bluejays.com/tickethelp. Visit bluejays.com/tickets for additional ticket product information, including groups. By completing your purchase of a Toronto Blue Jays ticket, you expressly acknowledge and agree to the applicable 2024 Toronto Blue Jays Ticket Terms & Conditions.",There is an overall 11 ticket limit for this game.,False,There are several independently owned parking facilities located within walking distance of Rogers Centre. Prices and availability are managed by the individual proprietors and are not connected with the Blue Jays organization. A limited number of parking spaces are available in the Rogers Centre underground lot for guests with accessibility needs. Reservations are required on game/event days and can be made by calling 416-341-1540. Please have your disability permit number handy for bookings. Cashless payment is required.,"Accessible seats are subject to the same onsale schedules and ticket availability as standard seating and are sold on a first-come, first-served basis. Fans requiring an accessible seat may also purchase up to three additional seats for their companions (subject to availability) unless otherwise restricted by event-level ticket limits. Fans with accessible needs may enter Rogers Centre through any open gate. Fans requiring accessible support are encouraged to enter through Gate 7, the designated accessible located on the south side of the building (along Bremner Boulevard). Rogers Centre is proud to be a Sensory Inclusive Certified venue by KultureCity. Sensory Bags are available at any Fan Services location. A Sensory Room can also be found at Section 212 behind Fan Services. Additional Info: bluejays.com/accessibility",2024-04-10 17:07:00
Grand Slam of Curling Players' Championship 2024 - Draw 4,Sports,2024-04-10,08:00:00,America/Toronto,Mattamy Athletic Centre,Toronto,Ontario,50 Carlton Street,43.662182,-79.38037,"Net Capacity: 2,555",nan,False,"There are several paid public parking lots in the area of the Mattamy Athletic Centre. Please note that spaces are limited, and are subject to availability. Visit https://www.mattamyathleticcentre.ca/plan-your-visit/parking-and-drop-off for more information.","The Mattamy Athletic Centre has Accessible Seating available in the Arena and the Court. Accessible Seating can be purchased online. For more information on Accessible Seating, please call 416-598-5972 or email mactickets@torontomu.ca.",2024-04-10 08:00:00
Grand Slam of Curling Players' Championship 2024 - Draw 5,Sports,2024-04-10,11:30:00,America/Toronto,Mattamy Athletic Centre,Toronto,Ontario,50 Carlton Street,43.662182,-79.38037,"Net Capacity: 2,555",nan,False,"There are several paid public parking lots in the area of the Mattamy Athletic Centre. Please note that spaces are limited, and are subject to availability. Visit https://www.mattamyathleticcentre.ca/plan-your-visit/parking-and-drop-off for more information.","The Mattamy Athletic Centre has Accessible Seating available in the Arena and the Court. Accessible Seating can be purchased online. For more information on Accessible Seating, please call 416-598-5972 or email mactickets@torontomu.ca.",2024-04-10 11:30:00
Grand Slam of Curling Players' Championship 2024 - Draw 7,Sports,2024-04-10,19:00:00,America/Toronto,Mattamy Athletic Centre,Toronto,Ontario,50 Carlton Street,43.662182,-79.38037,"Net Capacity: 2,555",nan,False,"There are several paid public parking lots in the area of the Mattamy Athletic Centre. Please note that spaces are limited, and are subject to availability. Visit https://www.mattamyathleticcentre.ca/plan-your-visit/parking-and-drop-off for more information.","The Mattamy Athletic Centre has Accessible Seating available in the Arena and the Court. Accessible Seating can be purchased online. For more information on Accessible Seating, please call 416-598-5972 or email mactickets@torontomu.ca.",2024-04-10 19:00:00
Grand Slam of Curling Players' Championship 2024 - Draw 6,Sports,2024-04-10,15:30:00,America/Toronto,Mattamy Athletic Centre,Toronto,Ontario,50 Carlton Street,43.662182,-79.38037,"Net Capacity: 2,555",nan,False,"There are several paid public parking lots in the area of the Mattamy Athletic Centre. Please note that spaces are limited, and are subject to availability. Visit https://www.mattamyathleticcentre.ca/plan-your-visit/parking-and-drop-off for more information.","The Mattamy Athletic Centre has Accessible Seating available in the Arena and the Court. Accessible Seating can be purchased online. For more information on Accessible Seating, please call 416-598-5972 or email mactickets@torontomu.ca.",2024-04-10 15:30:00
Toronto Marlies vs. Belleville Senators,Sports,2024-04-10,19:00:00,America/Toronto,Coca-Cola Coliseum,Toronto,Ontario,45 Manitoba Drive,43.6350968,-79.4157243,"Fans in attendance agree to abide by the health and safety measures in effect at the time of the event. Prior to attending please review and ensure compliance with all policies and protocols at Coca-Cola Coliseum's Know Before You Go This page is being updated frequently to provide the most up to date information. Capacity: 8,789 Please take note of the venue's Bag Policy",There is an overall 9 ticket limit for this event.,False,"We strongly recommend fans to take advantage of public transit, with both GO Transit and TTC providing convenient options. On-site vehicular parking is available for purchase, but is limited when there are other events on the Exhibition Place grounds. For accessible parking information, please contact Exhibition place parking at 416-263-3646 or online at www.explace.on.ca. For more info on getting to Coca-Cola Coliseum by car, bike or public transit, please visit https://www.explace.on.ca/visiting-us/getting-here/","Coca-cola Coliseum is committed to providing an exceptional experience for all fans and is pleased to offer accessible seating from various vantage points. Accessible seating sections are barrier-free and feature removable seating that can accommodate wheelchairs if needed. An accessible section is indicated by an ""A"" following the section number. When available, accessible seats may be purchased through Ticketmaster online. It is recommended that fans that require an accessible seat purchase this type of ticket in advance.",2024-04-10 20:00:00
2024 Canadian Ringette Championships - WEDNESDAY APRIL 10 DAY PASS,Sports,2024-04-10,08:00:00,America/Halifax,UNIplex - City of Dieppe,Dieppe,New Brunswick,450 Rue du College,46.09996,-64.741692,nan,nan,False,nan,nan,2024-04-10 23:00:00
Gala de boxe professionnelle - Une soirée toute en intensité!,Sports,2024-04-11,19:00:00,America/Toronto,CABARET DU CASINO DE MONTREAL,Montreal,Quebec,"1, avenue du Casino",45.5067084,-73.5259512,"L'entrée au Cabaret du Casino est réservée aux personnes âgées de 18 ans et plus. Une preuve d'âge peut vous être demandée, telle une pièce d'identité valide avec photo. Les retardataires sont admis dans la salle pendant une pause. Veuillez planifier vos déplacements. Notez que le billet est non remboursable, ni échangeable.",nan,True,nan,nan,2024-04-11 21:00:00
Swimming Canada / Natation Canada,Sports,2024-04-11,09:30:00,America/Toronto,Toronto Pan Am Sports Centre,Toronto,Ontario,Military Trail and Morningside Avenue,43.789302,-79.194417,nan,nan,False,nan,nan,2024-04-11 21:30:00
Calgary Wranglers vs. Abbotsford Canucks,Sports,2024-04-11,19:00:00,America/Edmonton,Scotiabank Saddledome,Calgary,Alberta,555 Saddledome Rise SE,51.0385626,-114.0524879,nan,nan,False,There is limited pay parking on the grounds. It is advisable to park at an LRT lot and take the train.,Accessible Seating: Wheelchair areas are: Sections 103-105 - attendant can sit beside wheelchair Sections 218 and 220 - attendant must sit behind wheelchair. Wheelchairs cannot be placed in the FLOOR section due to fire regulations. The Wheelchair or Handicap entrance is located on the North East side of the Scotiabank Saddledome. Handicap parking is at the 5th street entrance. Hearing Devices: None.,2024-04-11 19:00:00
Grand Slam of Curling Players' Championship 2024 - Draw 10,Sports,2024-04-11,15:30:00,America/Toronto,Mattamy Athletic Centre,Toronto,Ontario,50 Carlton Street,43.662182,-79.38037,"Net Capacity: 2,555",nan,False,"There are several paid public parking lots in the area of the Mattamy Athletic Centre. Please note that spaces are limited, and are subject to availability. Visit https://www.mattamyathleticcentre.ca/plan-your-visit/parking-and-drop-off for more information.","The Mattamy Athletic Centre has Accessible Seating available in the Arena and the Court. Accessible Seating can be purchased online. For more information on Accessible Seating, please call 416-598-5972 or email mactickets@torontomu.ca.",2024-04-11 15:30:00
Grand Slam of Curling Players' Championship 2024 - Draw 9,Sports,2024-04-11,11:30:00,America/Toronto,Mattamy Athletic Centre,Toronto,Ontario,50 Carlton Street,43.662182,-79.38037,"Net Capacity: 2,555",nan,False,"There are several paid public parking lots in the area of the Mattamy Athletic Centre. Please note that spaces are limited, and are subject to availability. Visit https://www.mattamyathleticcentre.ca/plan-your-visit/parking-and-drop-off for more information.","The Mattamy Athletic Centre has Accessible Seating available in the Arena and the Court. Accessible Seating can be purchased online. For more information on Accessible Seating, please call 416-598-5972 or email mactickets@torontomu.ca.",2024-04-11 11:30:00
Grand Slam of Curling Players' Championship 2024 - Draw 11,Sports,2024-04-11,19:30:00,America/Toronto,Mattamy Athletic Centre,Toronto,Ontario,50 Carlton Street,43.662182,-79.38037,"Net Capacity: 2,555",nan,False,"There are several paid public parking lots in the area of the Mattamy Athletic Centre. Please note that spaces are limited, and are subject to availability. Visit https://www.mattamyathleticcentre.ca/plan-your-visit/parking-and-drop-off for more information.","The Mattamy Athletic Centre has Accessible Seating available in the Arena and the Court. Accessible Seating can be purchased online. For more information on Accessible Seating, please call 416-598-5972 or email mactickets@torontomu.ca.",2024-04-11 19:30:00
Grand Slam of Curling Players' Championship 2024 - Draw 8,Sports,2024-04-11,08:00:00,America/Toronto,Mattamy Athletic Centre,Toronto,Ontario,50 Carlton Street,43.662182,-79.38037,"Net Capacity: 2,555",nan,False,"There are several paid public parking lots in the area of the Mattamy Athletic Centre. Please note that spaces are limited, and are subject to availability. Visit https://www.mattamyathleticcentre.ca/plan-your-visit/parking-and-drop-off for more information.","The Mattamy Athletic Centre has Accessible Seating available in the Arena and the Court. Accessible Seating can be purchased online. For more information on Accessible Seating, please call 416-598-5972 or email mactickets@torontomu.ca.",2024-04-11 08:00:00
2024 Canadian Ringette Championships - THURSDAY APRIL 11 DAY PASS,Sports,2024-04-11,08:00:00,America/Halifax,UNIplex - City of Dieppe,Dieppe,New Brunswick,450 Rue du College,46.09996,-64.741692,nan,nan,False,nan,nan,2024-04-11 23:00:00
Swimming Canada / Natation Canada,Sports,2024-04-12,09:30:00,America/Toronto,Toronto Pan Am Sports Centre,Toronto,Ontario,Military Trail and Morningside Avenue,43.789302,-79.194417,nan,nan,False,nan,nan,2024-04-12 21:30:00
Main Event Wrestling,Sports,2024-04-12,20:00:00,America/Toronto,Le Studio TD,Montreal,Quebec,"305, rue Ste-Catherine Ouest",45.5064109,-73.5668615,"En poursuivant, vous acceptez les termes de notre Politique de confidentialité. By continuing, you agree to the terms of our Privacy Policy. En achetant des billets pour cet événement, vous acceptez de respecter les mesures de santé et de sécurité en vigueur lors de l'événement, qui peuvent inclure, notamment, le port du masque. Notez que ces règlements s'appliquent à tous les utilisateurs de billets. Directives sujettes à changement. Vérifiez régulièrement le site de la salle de votre événement. By purchasing tickets to this event, you agree to abide by the health and safety measures in effect at the time of the event, which may include, but not be limited to, wearing masks. Please note these measures will apply to all users of tickets. Guidelines are subject to change. Check your venue's website often for updates.",Il y a une limite de 40 billets pour cet événement - There is a 40 ticket limit on this event.,False,"Stationnement: Les automobilistes trouveront de nombreuses places de stationnement payant dans les rues avoisinant Le Studio TD ainsi qu'au Complexe Desjardins et à la Place des Arts. Parking Info: Drivers will find meter parking in the streets surrounding Le Studio TD, as well as near Complexe Desjardins and Place des Arts.","Accessible tickets are for patrons in wheelchair and their companion (1) only. To purchase wheelchair tickets, please contact our box office at 1-855-219-0576 or 1-877-668-8269.",2024-04-12 22:00:00
