venue,venue_id,reviews,user_id,user_name,ratings
Fuel for Gold,P8x5_joN9OMHpePAy-70Xg,"Fuel for Gold is my go to for coffee on campus. They serve Phil and Sebastian coffee, cookies, muffins and have daily lunch specials. 

The food is nothing...",LmOBFLCURKpbBhi7j26gKQ,Jonathan J.,4.0
Phi Nhung,9Y8xAlSUGT-ZIo9t2YiZzQ,"This small reasonably priced restaurant has become one of our favourites over the last year.  Pleasant, inviting staff, very clean premises & an excellent...",sT5Qdx9C4MMrLzAtEfVOww,Garmcd O.,4.0
Phi Nhung,9Y8xAlSUGT-ZIo9t2YiZzQ,Don't come here if you are looking for authentic viet food. This place is definitely catering to students. They have a mix of viet and Chinese food on their...,RcsJNYO-Ud7knoFi95uyMA,Tam M.,1.0
Phi Nhung,9Y8xAlSUGT-ZIo9t2YiZzQ,"Deciding to grab lunch to kill some time before a nail appointment, we decided to go to Pho Kim.

Our server was super friendly and eagerly seated us as...",eoiL_d6CH84T2rnYAM0_uA,Jenn N.,3.0
Ginger Beef Peking House,ge7hMHBENM8AFVf-bBmIQg,"The lady answering the phone was delightful.  And that's about all the good I can say.  We ordered the Dinner for Two which included spring rolls, won ton...",KsErxib_HkyKQXk-pzJ7lw,P K.,1.0
Ginger Beef Peking House,ge7hMHBENM8AFVf-bBmIQg,I don't usually order from this location but was in the neighborhood of Brentwood after work one evening. All I ordered was Ginger Beef and side of white...,9__xJerJw2R2fbyHwBqBxg,Ally E.,3.0
Ginger Beef Peking House,ge7hMHBENM8AFVf-bBmIQg,"My delivery showed up in only 20 minutes and my food was hot, fresh, and delicious. Dry garlic sore ribs were actually incredible.",BfMGDsAwuFfBByXSmNNQyg,Hayden G.,5.0
Monogram Coffee,XhSNKWXOFfwtIrC7HBNH_A,"The coffee is nice. Espresso and Cortado are my favorite. The butter croissant is delicious and crispy.

Nice ambience, super friendly staff. It's my...",iZ5RDZ3Srzge70k6mt0f6w,Bahareh T.,5.0
Monogram Coffee,XhSNKWXOFfwtIrC7HBNH_A,Cute coffee shop and location. Loved that they have house made almond cashew milk and also that they make their chai lattes from a powdered blend of tea and...,o3RzZRnWCy_whRNdivLffg,Aman G.,5.0
Chatime,TsuyilT78f-4_FY7-0Xchg,Consistently good at every Chatime. This Chatime is super busy with lots of students here. Its located near the University of Calgary and lots of students...,jpIGlAym6z88W2xzHiK5_A,Denise W.,4.0
Chatime,TsuyilT78f-4_FY7-0Xchg,"Not bad for milk tea/bubble tea, but I find that the quality of the bubble tea and milk tea aren't that great, very mediocre. Didn't try any of their food,...",vpHvuj3Q_KsRS_qZGEnEQg,Jessica B.,2.0
Chatime,TsuyilT78f-4_FY7-0Xchg,"This is my favourite Chatime location because it has two floors of seating and food options like pizza, while other locations only have the popcorn chicken...",wWf_ef6nnucN77_RunsOMQ,Ashley T.,4.0
Aux Vivres Plateau,FhgAHo-8--equM8w5UZ41Q,"A very vast menu of delicious vegan meals, bols, wraps, smoothies and desserts! We loved everything we had. Very nice freindly, helpful service too.
For...",UyGRcw0R4q0Im-JPVcoCXw,Matt A.,5.0
Aux Vivres Plateau,FhgAHo-8--equM8w5UZ41Q,"Came in with high expectations as Aux Vivres has been around for years and boasts as ""first vegan restaurant in Montreal"". Starting with drinks, we ordered...",Gi6Wq9DrTrNFjh2ZtTE59A,Mabel S.,3.0
Aux Vivres Plateau,FhgAHo-8--equM8w5UZ41Q,"Always a good and safe place for VEGANS.
Their menu slightly change year to year, which makes it fun to discover new plates.
I wish we had one in the north...",V6yxlGOfbFt-XYQxxRLd0g,Veronique P.,4.0
Aux Vivres Plateau,FhgAHo-8--equM8w5UZ41Q,"Charcuterie Board Perfection!  Lovely selection of meats and cheeses that you can customize by ordering each cheese, meat and accompaniment.  We really...",HWfwL19lqt4FBeZ7SEd9WQ,Alison O.,5.0
Aux Vivres Plateau,FhgAHo-8--equM8w5UZ41Q,Dined here a few months ago. Loved the service food and wine. Crowded loud and fun. Shared different small dishes that were all delicious. good wine...,aQ8xIghFFB9mjRiiIAYJqA,C B.,5.0
Aux Vivres Plateau,FhgAHo-8--equM8w5UZ41Q,"I rarely give 5 stars. But I could not find a fault with my experience there. Service was perfect. Knowledgeable, not pesky and well mannered. My two...",qPganFH_fTXrP9r3kXf6YQ,David D.,5.0
Les Torchés,Ipcdle852xIuI1L5kCYAvA,"After a day of shopping downtown, my wife and I exited the Metro at Mont-Royal and started walking to our temporary home for the week in the neighborhood....",ZE6oC2uU40aU0JRF9MnE9A,Scott B.,4.0
Les Torchés,Ipcdle852xIuI1L5kCYAvA,I saw that they made these cool drinks in giant fish bowls and so my cousins and I wanted to try it. It was honestly the most disappointing trend item I've...,U1vl4SQzO3wTAWlYVnSjnw,Justine S.,2.0
Les Torchés,Ipcdle852xIuI1L5kCYAvA,Les torchés is a small cosy bar we ended up visiting because it was confirmed they will show the Habs game. Indeed the game was on on multiple screens and...,Zoec9wehLFa8CV1JnCCVug,Dessi V.,4.0
Le Filet,cemMv5hvZZPj-_1V4xT9rQ,"First time in Montreal, we decided to dine at Le Filet based on the awesome reviews and it was amazing!!This was one of the best dinners we had during our...",WkUXaC0hv6yHWt8F5DoPkA,Rachel B.,5.0
Le Filet,cemMv5hvZZPj-_1V4xT9rQ,"As we see restaurants that we like disappearing little by little, it's more than ever time to help those who continue to show expertise in their trade.
For...",9Wn_EdvpikTblAeo6rQwIA,Bernard N.,5.0
Le Filet,cemMv5hvZZPj-_1V4xT9rQ,"The food here is sublime. The marriage of ingredients is well thought out and really accentuate the whole dish.

We started with the oysters, there were 3...",FuW1EwnbQoHyDMeOGrljsg,Khanh L.,5.0
Le Filet,cemMv5hvZZPj-_1V4xT9rQ,Great elegant French restaurant in Montreal! I loved the area here as it was much quieter and had quite a few nice restaurants on the same street. Great...,gd9F5DgYglTtG5FiFCoVpA,Kaitlyn C.,4.0
Le Filet,cemMv5hvZZPj-_1V4xT9rQ,"+.5 for service

I've been to Lemeac across the street in previous visits, but have always been curious of this place. I finally managed to book a...",1kNsEAhGU8d8xugMuXJGFA,Calvin S.,4.0
Le Filet,cemMv5hvZZPj-_1V4xT9rQ,A great date night. I never heard of them but it came recommended. We sat upstairs with a great view of the street. The appetizers were good. The salad with...,y-mwVNTsWOFxRsdcvdGVlA,Marc M.,5.0
Ichigo Ichie,CEsh0ScOKlL3mpvjypqszA,"This place is rad.

I have been three times, every time the food was great. They know what menu items to keep as staples and what to rotate seasonally. My...",q7a5NR0Tj6PNIjWxmQjLoQ,Lucy G.,5.0
Ichigo Ichie,CEsh0ScOKlL3mpvjypqszA,"Jon Batiste, Toronto/Montreal, Uneasy Tour Road Trip Food Stop #3: Pre Concert Meal Montreal!

Yes! I was on an 1100 mile (look I'm an American and I don't...",ZVeKktkjBfjiZurP7L4ICg,Nicole B.,4.0
Ichigo Ichie,CEsh0ScOKlL3mpvjypqszA,"Really bumping spot! Small place that always seems to have a line! 

Gréât izakaya place in the Plateau. Lots of options and varieties of fish and you can...",wJF-NdtxYCk_SrwG4UUL9Q,Stephanie L.,5.0
Le Majestique,EpAXhhvS-8U9aG2LlAr5WA,"One of my favourite restaurants in Montreal. It is a great spot for someone who wants great food, but doesn't want a overly pretentious experience. My...",iEkVA-Frwvucw5hnKKAPZA,Vincent S.,5.0
Le Majestique,EpAXhhvS-8U9aG2LlAr5WA,"A very unassuming spot in Downtown Montreal. Read good reviews and wanted a place that served Espresso Martinis and French food. 

What we ordered:
Whelks -...",QH4HX927BPg_kn--2kWRbw,Gale V.,4.0
Le Majestique,EpAXhhvS-8U9aG2LlAr5WA,This place was simply excellent- from the seafood tower to the pork belly to the gnocchi.  Wow.  Flavors and combinations were simply perfect,Y8XjO7VMDcijdn2JdvHGzA,Ed M.,5.0
Hà,-RC3XAvgvb-vwS3JtYPRHg,I had three bad experiences at this restaurant. I kept going back because I work in the area and was hoping for a good place for hot soup at lunch and a...,HMtOUWjlUNOExS9MGezOdg,Benjamin K.,1.0
Hà,-RC3XAvgvb-vwS3JtYPRHg,"This was my first time coming to the Mont-Royal location after a few people recommended it. 

The food was absolutely delicious and flavourful. My absolute...",tCM0MJ5yV6CWciWIdGaj8w,Ivan K.,4.0
Hà,-RC3XAvgvb-vwS3JtYPRHg,"Came here for my dad's birthday. The service was very polite and effective. 

The food was very good. I'm not usually a big fan of vietnamese but honestly,...",U1vl4SQzO3wTAWlYVnSjnw,Justine S.,4.0
L'Express,2gUbgbdJ7IFSbicBXlSchw,"L'Express était absolument parfait. Le service, la nourriture, le vin, l'ambiance. Le fromage de chèvre est à tomber par terre, le tartare impeccablement...",1NFh_dvDe4OIqZKGpkru1A,Valérie M.,5.0
L'Express,2gUbgbdJ7IFSbicBXlSchw,Awesome! Really liked sitting at the bar and the service was great. I thought everyone rocked,5juq7AtTv_jsO4rKVzmW9A,Sophia C.,5.0
L'Express,2gUbgbdJ7IFSbicBXlSchw,"One of my go-to restaurants every time I visit Montreal! The restaurant is a very intimate, french vibe and it always feels like a nice lunch/dinner every...",bkQzxfe-fgkF-oSpkUN-3w,Junnay B.,5.0
L'Express,2gUbgbdJ7IFSbicBXlSchw,The service was impecable and it was a great breakfast at a very reasonable price. The portions are generous so if you are not that hungry you may want to...,mgfhL0hhqjiauTq_vs39TQ,Raul C.,5.0
L'Express,2gUbgbdJ7IFSbicBXlSchw,"I love crepes, so I was excited to try one; it was gigantic and flavourful. There was a little too much cream, which was the only downside. The freshly...",h8xK7S1xXUBP2qXW0ZPxxA,Laura R.,4.0
L'Express,2gUbgbdJ7IFSbicBXlSchw,"Decent breakfast with large portions. Large milkshake, other beverage selection. Poor, rushed service. Was brought the wrong item  (grilled cheese instead...",_h5Lv4icpafHnypjnlbNNA,Jalal B.,3.0
Om,UoS_IvuwY-8mAq0PY7n0kg,"Warning : do not come here for a birthday , especially for a double birthday., this will be a long candid review

We went to this restaurant since my mom (...",UQsqAXxsknxkIoh1Z70LjQ,Jasmine M.,2.0
Om,UoS_IvuwY-8mAq0PY7n0kg,"Their menu incorporates Indian dishes, but I went only to try out all the Tibetan dishes.

I was very disappointed. 

The food was not foul-tasting, however...",QY7QJewnwP-vN3rbXM3FVA,Aleksander B.,2.0
Om,UoS_IvuwY-8mAq0PY7n0kg,I sometimes wonder whether a restaurant that provides dishes of a variety of backgrounds will get them all right. That certainly wasn't a concern at Om. I...,MnYfi2DODiZkLIwJFuwB2g,Bill Z.,5.0
Barranco MTL,PW7a4paN3Xz9pS0mjplQgA,"Cool, interesting, good service
I would come back here, and I might decide to give it a 5 star review if I've sampled it more, just couldn't say for sure...",723Rler7IsBi80ps97vrxA,Andrew D.,4.0
Barranco MTL,PW7a4paN3Xz9pS0mjplQgA,"This was a nice find and an enjoyable dinner experience. They take reservations online, but we happened to be walking by and made one for later in the day....",MnYfi2DODiZkLIwJFuwB2g,Bill Z.,5.0
Barranco MTL,PW7a4paN3Xz9pS0mjplQgA,"Quelle belle soirée au barranco!
Nous y sommes allées avec un groupe de copines. Nous avons réservé et heureusement car la place était pleine!
La sélection...",bBzOlCXZKcwhmdITySeAhw,Valerie R.,4.0
Ibéricos,dKRuSDoP7r_Qn48uSEBfOw,"Had the BEST night here!

Service was really friendly and super attentive - made for one of the best experiences I've had in a while. We shared a good...",-w7TWvKedW7rJtR2FXjCOQ,Iris S.,5.0
Ibéricos,dKRuSDoP7r_Qn48uSEBfOw,"Just visited Ibéricos for lunch, had their specialty seafood Paella very tasty, also had delicious salad, buñuelos de pescado and tomato bread with manchego...",fqTut_0Vf_tfmikxqZ_43g,Martha T.,5.0
Ibéricos,dKRuSDoP7r_Qn48uSEBfOw,We were walking by the area and found this restaurant in Montreal. They were able to find us a table prior to their reservation. Amazing Spanish food and...,xjdvgOJLh1UUy_CLoU6BkA,Bt X.,5.0
Restaurant Rizière,g9Oqos2aMJDbz3l1dmh6XA,"Absolutely scrumptious  pork dumplings that my kids said tasted like it was home made . We loved the Choy sum vegetables too . 
Clean, friendly and just...",ck1FtZr0wYXv7HBV5bU8ZA,Wenn S.,5.0
Restaurant Rizière,g9Oqos2aMJDbz3l1dmh6XA,"Lovely Asian restaurant situated at the intersection of Saint Laurent and Mont Royal avenue, serves popular dishes and appetizers and wok dishes.
Plenty of...",rkPrz6uwJIefZdH2Oqv4Tg,Christian C.,5.0
Restaurant Rizière,g9Oqos2aMJDbz3l1dmh6XA,Nice little spot in my neighbourhood. Their service is nice and so is the food. It may not be big enough for big groups but cute enough to meet up with some...,xRYvFaMGWsvKcLCFtRIzWQ,Katerina B.,4.0
Che Churros & Empanadas,aLubn-yEUrbL3vlvzK3lVw,Found this nice little hole in the wall and was so pleased!  The empanadas were delicious and packed with flavor.  I got the chicken and the spinach &...,XUj77xRuCaVvT7hrYKb8tQ,Yasmin A.,5.0
Che Churros & Empanadas,aLubn-yEUrbL3vlvzK3lVw,"I love this place. Close to where I live, delicious food, friendly service. It's a perfect neighbourhood food stop for me. Great for a quick bite to eat...",U1vl4SQzO3wTAWlYVnSjnw,Justine S.,5.0
Che Churros & Empanadas,aLubn-yEUrbL3vlvzK3lVw,"We dropped by this cute place and grabbed two empanadas (spicy beef, and ham and cheese) one alfajores, and a dozen churros. Walked over to Jeanne-Mance...",HxnBLAOwDB-fVr9v_TkqFQ,Liz I.,4.0
Yokato Yokabai,Jl2MIN70I2DGw8KhVp6g7Q,"Litteraly the best tonkotsu ramen i've ever eaten  Everything was amazing, really cool Japanese vibe in the restaurant! Nice staff, food was served hit and fast",_TM6xhQscDQOsW0Pwv-ZjA,Alex P.,5.0
Yokato Yokabai,Jl2MIN70I2DGw8KhVp6g7Q,It was a cold night in Montreal which made me crave some ramen and the internet said this was the best place around.  I stopped by on what was supposed to...,alr2xk5KBJXHd6zVuEqdDg,Bryan M.,5.0
Yokato Yokabai,Jl2MIN70I2DGw8KhVp6g7Q,"Overall 3.5 stars. The first time we came here was for dinner on a Friday night, and long story short, we ended up going somewhere else. There was a small...",4FDMtqj1Pyg3kLUzIE0f1w,Hwal L.,3.0
Au Pied de Cochon,cKdox2gt3L1Dbb7MpOPdWg,"Amazing time, excellent service, exquisite food. The servers were incredibly helpful and nice.",M7l15wHANqYeIlT2vJdJww,Nate G.,5.0
Au Pied de Cochon,cKdox2gt3L1Dbb7MpOPdWg,"TLDR; an amazing French restaurant. Be prepared to spend $$ but quality of food was amazing, service was great, and atmosphere was lovely.

When visiting...",TMXpMq7uE40G_ivFCRV5Kw,Emily C.,5.0
Au Pied de Cochon,cKdox2gt3L1Dbb7MpOPdWg,"I make it a point to stop by Au Pied de Cochon every time I visit Montreal, and it never disappoints!

Although a bit on the pricier side, I've never left...",DvL6N0HgYiZVZAGylnVi-g,Alex M.,5.0
Patati Patata,zw4Legbcu018p5WcZ74iWA,"My oh my, this was my first Montreal poutine, and by far, the best one I had. 

Every potato fry was crispy and covered in gravy, which had a beautiful...",OffzzT2HDiiHTknbcVUQeg,Matthew S.,5.0
Patati Patata,zw4Legbcu018p5WcZ74iWA,"Love this place, eat here pretty frequently. Went last night and waited for a table, it was super busy but once we were sat the service was quick and...",q7a5NR0Tj6PNIjWxmQjLoQ,Lucy G.,2.0
Patati Patata,zw4Legbcu018p5WcZ74iWA,"Poutine is absolutely insanely good!! The cheese curds, fries, gravy just hit all the feels and put me in a food coma. The burger was also great, meat...",J8CdKQvSYs4vb5VVH6mwIw,Thiago D.,5.0
Romados,-1xuC540Nycht_iWFeJ-dw,"Ew.

The food here was nasty. Chicken was bone dry, everything else lacked flavor. The salads and spices tasted lukewarm and nasty. I paid a lot and barely...",OffzzT2HDiiHTknbcVUQeg,Matthew S.,1.0
Romados,-1xuC540Nycht_iWFeJ-dw,"Got the 1/2 chicken with fries and salad. Also a nata. Chicken was nicely seasoned, moist and tasty. Ordered through UberEats. Packaging is sustainable.",2PodzlpgEJM1zxG5O0JsPQ,Robert K.,5.0
Romados,-1xuC540Nycht_iWFeJ-dw,"Le restaurant est très simple couverts en plastique  mais la chaleur humaine est fantastique, les gens gentils et le poulet vraiment délicieux. Parfait pour...",ynUz4wN5kAaucP2VAp6oDQ,Joel L.,4.0
Leméac,XKPosZx2j4RHcZ8Ewdwj0A,Went with two coworkers at ~5:45 on a Tuesday with a reservation. Any later without a reservation and we would not have been seated - they were packed. The...,NItShhP9Q8NN-ruoBV3W7w,Brendan T.,5.0
Leméac,XKPosZx2j4RHcZ8Ewdwj0A,"My first time eating here and I loved the experience, I just found the food just ok. The service, the menu, the restaurant itself, everything is great and...",U1vl4SQzO3wTAWlYVnSjnw,Justine S.,3.0
Leméac,XKPosZx2j4RHcZ8Ewdwj0A,Made reservations for a group of 10 and we all had a great time! The servers were kind and patient with our group. Lovely restaurant with a large variety of...,PhF4Rro1zH_FgXnSUlnFaQ,Veronica L.,4.0
Leméac,XKPosZx2j4RHcZ8Ewdwj0A,Finally got to try this place after years of living nearby and I should've visited earlier! We got the sharing menu as we were a big group and it's perfect...,U1vl4SQzO3wTAWlYVnSjnw,Justine S.,5.0
Leméac,XKPosZx2j4RHcZ8Ewdwj0A,"Actually I really liked the ambiance, the decorations and lighting was amazing , cocktails amazing! 
not a great service, the food was sooooo salty that...",NtyBWAs5EXqhb6t3l2KJAA,Hani K.,3.0
Leméac,XKPosZx2j4RHcZ8Ewdwj0A,Service was nice and the food tasted good. Unique small plates to try and many drink options. The only issue was that they did not have a menu in English...,8TsdiFIzKIiUC6KKjBzqiA,Karen I.,4.0
Ma Poule Mouillée,K7szuaFnuV6nz4w_i-bLPg,"first of all the chicken was geat but the service was a little slow.
the ambiance of the restaurant was very comforting and felt wecloming",O_1dbdZJ0VXBW3K3BoQy5w,Big B.,4.0
Ma Poule Mouillée,K7szuaFnuV6nz4w_i-bLPg,"So many places online said this was the best poutine in Montreal, and it didn't disappoint!! I'm not the biggest poutine fan, but this was delicious.

It's...",tCczhwSxoivFMXLc6qsQKQ,Elizabeth S.,5.0
Ma Poule Mouillée,K7szuaFnuV6nz4w_i-bLPg,"BEST POUTINE IN MONTREAL. Hands down this was bomb and there is a reason why there is such a long lineup that goes around the restaurant.



#8 Bon les...",r3JWy1E49Im9xOQhJ8Nmkg,Selina C.,5.0
L'Avenue,J6qWt6XIUmIGFHX5rQJA-w,"Amazing brunch spot with fantastic sweet and savory options! 

Came by on a weekday so there was no line and plenty of seating. Staff are all super kind and...",PUrh006bUn0VbodfJSeDzg,Joy H.,5.0
L'Avenue,J6qWt6XIUmIGFHX5rQJA-w,"I last came here years ago and have such nostalgic feelings for this place. As with most brunch spots, they have great options if you are craving something...",AFc20jNLuzT0GI-lBAUdkQ,Jennifer G.,4.0
L'Avenue,J6qWt6XIUmIGFHX5rQJA-w,There can be a long line during lunch time and it's because the food is worth the wait. See pictures for recommendations. They are completely packed inside...,JMpsaF8Gqy4UvDX3IIHFdA,Tulsa H.,5.0
La Banquise,5T6kFKFycym_GkhgOiysIw,"It's not the best poutine I've had in Montreal, flavor-wise, but still absolutely delicious and well worth the hype. On a cold winter afternoon, I still had...",TMXpMq7uE40G_ivFCRV5Kw,Emily C.,5.0
La Banquise,5T6kFKFycym_GkhgOiysIw,"Although I'm not particularly fond of poutine myself, I do think that La T-Rex Poutine is quite tasty, and they serve generous portions. If you're looking...",Weg63_L57VOSPIO1jzchog,Watson C.,4.0
La Banquise,5T6kFKFycym_GkhgOiysIw,Food smelled good~~ As soon as we walked in the waitress was already asking us how many. Pretty efficient for how busy they were. We ate there and got two...,E0HOgeWf2VE3dR8ENuxLRA,HanNa P.,4.0
Il Terrazzo Ristorante,FaHJJW3xnJpMpAbz2l45HQ,"I have somehow rediscovered this place, partly due to me coming to the island for work, and it has been a go-to place for me to have at least one dinner. I...",Y8UTUzqG-JJGKGC0Fv643w,Simon K.,5.0
Il Terrazzo Ristorante,FaHJJW3xnJpMpAbz2l45HQ,"A busy evening, but seated relatively quickly. Staff were on the ball and made since delicious suggestions. Was a cozy table for two and we enjoyed our...",_3umasMvKuuoskV6w6Uxyw,Paul R.,5.0
Il Terrazzo Ristorante,FaHJJW3xnJpMpAbz2l45HQ,"By far, some do the best Italian food I have ever had. Our server was attentive, knew the menu, and had a great demeanor. Despite being in an alley, this is...",HMX0z-Q5SGvGdMVCNgaBGA,Tyler F.,5.0
Ferris' Upstairs Seafood & Oyster Bar,1mEnXXcfJFrIPSZD7s-Hrg,Interesting location upstairs. Staff were super friendly through our and quick. It was quiet enough to have a conversation easily even though there were...,-aR8bGMdngD9TjMuIUviAg,Trevor T.,4.0
Ferris' Upstairs Seafood & Oyster Bar,1mEnXXcfJFrIPSZD7s-Hrg,"Great food, excellent service, nicer ambience yet still casual than downstairs, and reasonable prices overall. Be sure to make a reservation, the place was...",IzJ36jX6V6ky5BtoN-Agng,Chun P.,5.0
Ferris' Upstairs Seafood & Oyster Bar,1mEnXXcfJFrIPSZD7s-Hrg,"A hidden gym in BC, from the food to the ambiance to the Canada art on the wall, I highly recommend.  

Stopping in BC for the evening when on our cruise,...",K22f7c0FSZ_vr1XWSSztHA,Joy L.,5.0
Sult Pierogi Bar,J8YdQ6mJYXd1W69JlZ48EQ,"Oh man. Can Vancouver get a pierogi bar?

This pierogi restaurant in Victoria is the absolute bomb. We got the option to try a mishmash of a ton of options...",sEcgQErTicbI7lB0S4EYGg,Chelsey H.,5.0
Sult Pierogi Bar,J8YdQ6mJYXd1W69JlZ48EQ,"Great pierogies in a bar like atmosphere 
comfy good music great service what more can you want?",tORKMQQnMJLzCEsRXQikyg,Odie O.,5.0
Sult Pierogi Bar,J8YdQ6mJYXd1W69JlZ48EQ,I had the Sheppard and couldn't eat it all. Filling and delicious. My friend had 6 regular pierogi and was well satisfied.  The flavors were fresh and...,TlnAvBSv_sKMvA9evh9M8Q,Jennifer F.,5.0
Fiamo,u1yxJ0O6qTiGNB_017KMiQ,I was visiting with my kids and we needed pizza! The pepperoni with the honey was fantastic!!!!  The chicken Caesar salad was amazing also. We will be back...,KQteEvQnpZ7TG4SQQEhc2g,Kelli S.,5.0
Fiamo,u1yxJ0O6qTiGNB_017KMiQ,"Great wine! We stopped in before dinner! The service was spot on- quick to accommodate us, we sat at the bar and were served quickly. Very romantic...",JuV5fT4M0sk4ePn4rVV0zQ,Mary W.,5.0
Fiamo,u1yxJ0O6qTiGNB_017KMiQ,"We stopped in here after exploring Victoria. I ordered a beet salad. It was very good. My husband, a cheesecake lover, ordered dessert. He raved and raved...",MvdoujUQ58w4FM9ruZRBuA,Sarrah M.,5.0
Ferris' Grill & Garden Patio,fSGGCRNIVS97mpYHsX-xwQ,"If I could give 0 stars, I would. 

I came for a late lunch with a friend during happy hour, and we ordered a two happy hour items and two mains. The...",vv3Qd5hyCNNJbREYO-eJXQ,Britney Z.,1.0
Ferris' Grill & Garden Patio,fSGGCRNIVS97mpYHsX-xwQ,Everything was wonderful when we went to Ferris Grill and Garden Patio for their happy hour.  We took a seat on the nice patio in the yard. Great...,jMHlwDq5b2zqhV5TyyFKPA,Yojna J.,5.0
Ferris' Grill & Garden Patio,fSGGCRNIVS97mpYHsX-xwQ,"Happy hour on a Sunday. We got a great booth near the patio. The patio may have been even better, inside was a bit too darn cute such a lovely day.

We...",voXU5A3FfOcXZ2VNsJ0q4w,Kim M.,4.0
Wind Cries Mary,3FsBseNNvCobiH8VG5q3qg,I can't say enough about how our server Faye and the kitchen knocked themselves out to ensure I had an excellent experience on a busy Saturday night despite...,GfHdwN9lBoYX8YXJN7CJZw,Maggie K.,5.0
Wind Cries Mary,3FsBseNNvCobiH8VG5q3qg,"I cannot say enough good things about this place. My partner and I make a yearly trip to Victoria, and we found Wind Cries Mary a few years back. The first...",TTlIhYyunT91GDtdyB_6BA,Alexis N.,5.0
Wind Cries Mary,3FsBseNNvCobiH8VG5q3qg,"Would love to give a higher review but there were a couple of glaring issues. 

First thing, I am not sure if they are operating at 80% capacity to more...",lBd6FqA-nBgMovYDL3SsyQ,Mark L.,3.0
Bard and Banker,gg2zDXTPX6_sZbC2dp3_6A,"Beautiful interior, decent food! We visited Bard and Banker for dinner on a Sunday night and got seated right away. I loved the old-school ambiance with the...",yEIECaU8NpivlN4C-bF8XA,Allie G.,4.0
Bard and Banker,gg2zDXTPX6_sZbC2dp3_6A,Had to find a quick meal before leaving Victoria and since this place was on the walk back to Chinatown from The Empress Hotel I decided to try out their...,eJt5f-rO6NLY4m4sKe6qrg,Jeremy C.,3.0
Bard and Banker,gg2zDXTPX6_sZbC2dp3_6A,The food was adequate.  One could conclude that they hire a team of Houdinis as servers since they promptly disappear due to lack of interest.  However they...,35oD3h3RTx4megEabAlypw,Man E.,2.0
Cozmos Souvlaki,w0vTHZWtB9JhZQWvze6e-A,Love this place. Amazing food. Cheap prices. The fries are to die for. I love going to this hidden little gem.,yPv9dMrezYNULcDDkok1sg,Tony C.,5.0
Cozmos Souvlaki,w0vTHZWtB9JhZQWvze6e-A,"The quality is back. Rice, meat and bread all good now! Still no real potatoes but overall recommended.",5W7sDH6h1N4MhY0x9q7Ryw,Stefan D.,3.0
Cozmos Souvlaki,w0vTHZWtB9JhZQWvze6e-A,"A work colleague first introduced me to Cozmos saying that they have amazing Greek food. I'm glad that he did because their food quality, portions, and...",CGLqErd6Bb0k_5nC9MZZ7A,Dan B.,5.0
Authentic Vietnamese Pho House,vn1Cu4Ir3RJHyCCpDhHZNA,"I love the beef short ribs. Very tasty beef broth.
Service was fast.
Very nice and clean restaurant.",3Kp6d5No2MFeDwHa0rlM_g,Jovielyn C.,5.0
Authentic Vietnamese Pho House,vn1Cu4Ir3RJHyCCpDhHZNA,"Can't go wrong with anything from here. It is one of our absolute favourite pho spots. Anything from their pho, mi, appetizers, specialty noodles like their...",cRpy4VxFR1I0GByX0W_00A,Lilly C.,5.0
Authentic Vietnamese Pho House,vn1Cu4Ir3RJHyCCpDhHZNA,"Went for lunch yesterday. I had the Beef  Bowl sauteed with onions, gàrlic, and lemongrass noodle bowl (B08 Bún Bò Xão), my son had  shrimp (B09. Grilled...",-5ByVIWZ6RpIdGmA_wU3EQ,Lew A.,5.0
Franks,2qAacC9NyGjOee6wvdaWSg,Amazing customer service! Everyone was so friendly and helpful. The cannoli tasted nice and fresh. The #6 with the cheddar jalapeño bun was amazing! I also...,bSx0iSrZuiUTe5xAtfeHlQ,Reema D.,5.0
Franks,2qAacC9NyGjOee6wvdaWSg,They have amazing sandwiches and great tasting butter tarts. Too bad I moved far away from them.,yPv9dMrezYNULcDDkok1sg,Tony C.,4.0
Franks,2qAacC9NyGjOee6wvdaWSg,"Love these sandwiches! Sliced meat directly in front of you. Selection is huge! For the amount of meat in these sandwiches, I find the price very cheap!...",F-1Fx0cm2heKOlhepUO1qQ,Marc P.,5.0
Fitz's Classic Grill BBQ Smoke House,QdwkZ8lIcL2QuSoeJDBF1Q,Came here for the first time looking for some BBQ in Ottawa. The value for the food was excellent! Very good portion sizes and the quality was good.  My...,NK-qxSBld_XQUAMd_D_KCQ,Brad S.,4.0
Fitz's Classic Grill BBQ Smoke House,QdwkZ8lIcL2QuSoeJDBF1Q,"Great bar/restaurant. If you're a fan of brisket, jerk or pulled pork, this is your place. My wife loves the fish tacos, my son, the fish and chips and for...",fT5w1up6QD2R8iW1JssjXQ,Dave R.,5.0
Fitz's Classic Grill BBQ Smoke House,QdwkZ8lIcL2QuSoeJDBF1Q,"If you are in the Greenbank area and want to try some BBQ, these guys are worth the try!  I've eaten a couple times now from here and have not been...",6x42uSKr5GdUULSZ0bKjEA,John O.,4.0
New Hong Shing,KOOI29KQI2t2vr6Jl-ct1g,"I like that you can make your own combo.
They serve delicious asian food.
Service was fast and the staff were nice.
Nice restaurant. Simple but clean",3Kp6d5No2MFeDwHa0rlM_g,Jovielyn C.,5.0
